Ticker,Date,Open,High,Low,Close,Adj_Close,Volume
MSFT,2023-04-27,295.97,305.2,295.25,304.83,304.83,46462600.0
MSFT,2023-04-28,304.01,308.93,303.31,307.26,307.26,36446700.0
MSFT,2023-05-01,306.97,308.6,305.15,305.56,305.56,21294100.0
MSFT,2023-05-02,307.76,309.18,303.91,305.41,305.41,26404400.0
MSFT,2023-05-03,306.62,308.61,304.09,304.4,304.4,22360800.0
MSFT,2023-05-04,306.24,307.76,303.4,305.41,305.41,22519900.0
MSFT,2023-05-05,305.72,311.97,304.27,310.65,310.65,28181200.0
NFLX,2023-02-07,358.51,364.18,354.18,362.95,362.95,6289400.0
NFLX,2023-02-08,360.02,368.19,358.31,366.83,366.83,6253200.0
NFLX,2023-02-09,372.41,373.83,361.74,362.5,362.5,6901100.0
NFLX,2023-02-10,359.16,362.14,347.14,347.36,347.36,7291100.0
NFLX,2023-02-13,349.5,359.7,344.25,358.57,358.57,7134400.0
NFLX,2023-02-14,357.55,363.75,353.4,359.96,359.96,4624800.0
NFLX,2023-02-15,356.63,362.88,354.24,361.42,361.42,3966000.0
NFLX,2023-02-16,355.0,361.5,350.31,350.71,350.71,5215700.0
NFLX,2023-02-17,347.91,349.0,342.44,347.96,347.96,5294700.0
NFLX,2023-02-21,342.85,344.13,336.42,337.5,337.5,5710300.0
NFLX,2023-02-22,337.5,341.91,332.82,334.88,334.88,4546200.0
NFLX,2023-02-23,331.23,331.28,314.3,323.65,323.65,13238700.0
NFLX,2023-02-24,319.3,321.5,314.52,317.15,317.15,6830700.0
NFLX,2023-02-27,323.87,330.0,322.12,323.03,323.03,6142600.0
NFLX,2023-02-28,323.7,327.62,321.17,322.13,322.13,3676100.0
NFLX,2023-03-01,321.55,326.6,312.36,313.48,313.48,4911300.0
NFLX,2023-03-02,310.96,315.57,310.38,311.88,311.88,4911000.0
NFLX,2023-03-03,315.45,317.49,310.82,315.18,315.18,5953300.0
NFLX,2023-03-06,317.0,323.3,311.84,312.03,312.03,5660700.0
NFLX,2023-03-07,312.68,314.3,306.62,308.47,308.47,4553100.0
NFLX,2023-03-08,309.29,311.83,305.75,311.79,311.79,3479500.0
NFLX,2023-03-09,312.08,312.51,294.88,297.78,297.78,7443400.0
NFLX,2023-03-10,297.9,298.79,289.0,292.76,292.76,5759300.0
NFLX,2023-03-13,287.34,299.24,285.33,293.51,293.51,6292400.0
NFLX,2023-03-14,295.97,297.45,290.31,294.94,294.94,5956700.0
NFLX,2023-03-15,292.51,306.31,292.28,303.79,303.79,9215300.0
NFLX,2023-03-16,304.75,316.6,301.71,310.06,310.06,7903700.0
NFLX,2023-03-17,310.06,310.76,300.0,303.5,303.5,6918800.0
NFLX,2023-03-20,299.79,307.5,296.0,305.13,305.13,5113400.0
NFLX,2023-03-21,306.32,307.92,300.43,305.79,305.79,4886300.0
NFLX,2023-03-22,306.31,306.45,293.54,293.9,293.9,5808000.0
NFLX,2023-03-23,304.68,322.78,304.14,320.37,320.37,15653300.0
NFLX,2023-03-24,320.63,331.83,320.63,328.39,328.39,12991700.0
NFLX,2023-03-27,327.55,336.44,324.41,327.66,327.66,8625800.0
NFLX,2023-03-28,326.06,333.32,321.28,323.52,323.52,6489400.0
NFLX,2023-03-29,326.29,332.85,325.73,332.03,332.03,6287300.0
NFLX,2023-03-30,340.27,343.29,335.3,338.43,338.43,7131500.0
NFLX,2023-03-31,340.05,345.84,337.2,345.48,345.48,5610200.0
NFLX,2023-04-03,341.83,348.58,340.4,348.28,348.28,4413700.0
NFLX,2023-04-04,348.49,349.8,343.95,346.75,346.75,3298100.0
NFLX,2023-04-05,345.3,345.43,336.25,342.35,342.35,4205500.0
NFLX,2023-04-06,339.34,340.48,332.63,339.33,339.33,4660500.0
NFLX,2023-04-10,335.27,339.88,333.36,338.99,338.99,2657900.0
NFLX,2023-04-11,343.45,347.14,337.64,338.21,338.21,4044800.0
NFLX,2023-04-12,340.81,342.8,330.04,331.03,331.03,3965400.0
NFLX,2023-04-13,339.99,346.43,338.75,346.19,346.19,7406400.0
NFLX,2023-04-14,342.94,344.85,336.41,338.63,338.63,5350500.0
NFLX,2023-04-17,338.0,338.39,327.5,332.72,332.72,6136000.0
NFLX,2023-04-18,335.0,337.19,330.5,333.7,333.7,17944500.0
NFLX,2023-04-19,324.21,325.75,316.1,323.12,323.12,22128300.0
NFLX,2023-04-20,320.39,331.43,318.33,325.35,325.35,9947800.0
NFLX,2023-04-21,323.0,328.29,319.5,327.98,327.98,6348000.0
NFLX,2023-04-24,330.2,334.66,326.75,329.02,329.02,5586600.0
NFLX,2023-04-25,328.5,328.66,321.1,322.55,322.55,5426600.0
NFLX,2023-04-26,321.36,325.9,320.47,321.15,321.15,4623200.0
NFLX,2023-04-27,324.3,327.45,317.44,325.85,325.85,5618800.0
NFLX,2023-04-28,325.24,330.81,324.0,329.93,329.93,4221900.0
NFLX,2023-05-01,329.44,331.23,318.09,324.12,324.12,5341500.0
NFLX,2023-05-02,325.0,326.07,315.62,317.55,317.55,4318600.0
NFLX,2023-05-03,317.55,324.62,315.85,319.3,319.3,5064100.0
NFLX,2023-05-04,319.01,323.61,317.95,320.78,320.78,3879700.0
NFLX,2023-05-05,323.61,324.15,319.44,322.76,322.76,3988600.0
GOOG,2023-02-07,103.63,108.67,103.55,108.04,108.04,33738800.0
GOOG,2023-02-08,102.69,103.58,98.46,100.0,100.0,73546000.0
GOOG,2023-02-09,100.54,100.61,93.86,95.46,95.46,97798600.0
GOOG,2023-02-10,95.74,97.02,94.53,94.86,94.86,49325300.0
GOOG,2023-02-13,95.01,95.35,94.05,95.0,95.0,43116600.0
GOOG,2023-02-14,94.66,95.18,92.65,94.95,94.95,42513100.0
GOOG,2023-02-15,94.74,97.34,94.36,97.1,97.1,36964500.0
GOOG,2023-02-16,95.54,97.88,94.97,95.78,95.78,35642100.0
GOOG,2023-02-17,95.07,95.75,93.45,94.59,94.59,31095100.0
GOOG,2023-02-21,93.24,93.42,92.0,92.05,92.05,28367200.0
GOOG,2023-02-22,91.93,92.36,90.87,91.8,91.8,29891100.0
GOOG,2023-02-23,92.13,92.13,90.01,91.07,91.07,32423700.0
GOOG,2023-02-24,89.63,90.13,88.86,89.35,89.35,31295600.0
GOOG,2023-02-27,90.09,90.45,89.61,90.1,90.1,22724300.0
GOOG,2023-02-28,89.54,91.45,89.52,90.3,90.3,30546900.0
GOOG,2023-03-01,90.16,91.2,89.85,90.51,90.51,26323900.0
GOOG,2023-03-02,89.86,92.48,89.77,92.31,92.31,23328600.0
GOOG,2023-03-03,92.74,94.11,92.66,94.02,94.02,30242500.0
GOOG,2023-03-06,94.36,96.3,94.3,95.58,95.58,28288200.0
GOOG,2023-03-07,95.42,96.09,93.84,94.17,94.17,24101500.0
GOOG,2023-03-08,94.4,96.24,94.4,94.65,94.65,25395200.0
GOOG,2023-03-09,94.49,95.92,92.36,92.66,92.66,24438900.0
GOOG,2023-03-10,92.5,93.18,90.8,91.01,91.01,32850100.0
GOOG,2023-03-13,90.57,93.08,89.94,91.66,91.66,31508600.0
GOOG,2023-03-14,93.07,94.83,92.78,94.25,94.25,32303900.0
GOOG,2023-03-15,93.54,97.25,93.04,96.55,96.55,38367300.0
GOOG,2023-03-16,96.57,101.97,95.87,101.07,101.07,54499500.0
GOOG,2023-03-17,100.84,103.49,100.75,102.46,102.46,76140300.0
GOOG,2023-03-20,101.06,102.58,100.79,101.93,101.93,26033900.0
GOOG,2023-03-21,101.98,105.96,101.86,105.84,105.84,33122800.0
GOOG,2023-03-22,105.14,107.51,104.21,104.22,104.22,32336900.0
GOOG,2023-03-23,105.89,107.1,105.41,106.26,106.26,31385800.0
GOOG,2023-03-24,105.74,106.16,104.74,106.06,106.06,25245000.0
GOOG,2023-03-27,105.32,105.4,102.63,103.06,103.06,25393400.0
GOOG,2023-03-28,103.0,103.0,100.28,101.36,101.36,24913500.0
GOOG,2023-03-29,102.72,102.82,101.03,101.9,101.9,26148300.0
GOOG,2023-03-30,101.44,101.61,100.29,101.32,101.32,25009800.0
GOOG,2023-03-31,101.71,104.19,101.44,104.0,104.0,28086500.0
GOOG,2023-04-03,102.67,104.95,102.38,104.91,104.91,20719900.0
GOOG,2023-04-04,104.84,106.1,104.6,105.12,105.12,20377200.0
GOOG,2023-04-05,106.12,106.54,104.1,104.95,104.95,21864200.0
GOOG,2023-04-06,105.77,109.63,104.82,108.9,108.9,34684200.0
GOOG,2023-04-10,107.39,107.97,105.6,106.95,106.95,19741500.0
GOOG,2023-04-11,106.92,107.22,105.28,106.12,106.12,18721300.0
GOOG,2023-04-12,107.39,107.59,104.97,105.22,105.22,22761600.0
GOOG,2023-04-13,106.47,108.26,106.44,108.19,108.19,21650700.0
GOOG,2023-04-14,107.69,109.58,107.59,109.46,109.46,20745400.0
GOOG,2023-04-17,105.43,106.71,105.32,106.42,106.42,29043400.0
GOOG,2023-04-18,107.0,107.05,104.78,105.12,105.12,17641400.0
GOOG,2023-04-19,104.21,105.72,103.8,105.02,105.02,16732000.0
GOOG,2023-04-20,104.65,106.89,104.64,105.9,105.9,22515300.0
GOOG,2023-04-21,106.09,106.64,105.49,105.91,105.91,22369800.0
GOOG,2023-04-24,106.05,107.32,105.36,106.78,106.78,21410900.0
GOOG,2023-04-25,106.61,107.44,104.56,104.61,104.61,31408100.0
GOOG,2023-04-26,105.56,107.02,103.27,104.45,104.45,37068200.0
GOOG,2023-04-27,105.23,109.15,104.42,108.37,108.37,38235200.0
GOOG,2023-04-28,107.8,108.29,106.04,108.22,108.22,23957900.0
GOOG,2023-05-01,107.72,108.68,107.5,107.71,107.71,20926300.0
GOOG,2023-05-02,107.66,107.73,104.5,105.98,105.98,20343100.0
GOOG,2023-05-03,106.22,108.13,105.62,106.12,106.12,17116300.0
GOOG,2023-05-04,106.16,106.3,104.7,105.21,105.21,19780600.0
GOOG,2023-05-05,105.32,106.44,104.74,106.21,106.21,20705300.0
